X,Y,Crash_Type,Accident_Datetime,Location,Latitude,Longitude,Posted_Speed,Road_Type,Pedestrian_Age,Pedestrian_Gender,Pedestrian_City_of_Residence,Pedestrian_Zip_Code,Biker_Age,Biker_Gender,Biker_City_of_Residence,Biker_Zip_Code,Pedestrian_Injury_Severity,Pedestrian_to_Hospital,Biker_Injury_Severity,Biker_to_Hospital,ObjectId,Vehicle_Direction_of_Travel
-93.034,44.976,Bike,2021/08/19 09:28:00+00,W WHEELOCK PKWY,44.989,-93.11,25,Local or City Street,,,,,65,M,BLOOMINGTON,554381202,,,Suspected Minor Injury,Yes,414,Unknown
-93.039,44.967,Bike,2021/08/19 02:24:00+00,GLENRIDGE AVE,44.936,-93.005,35,Local or City Street,,,,,14,M,ST. PAUL,55119,,,Possible Injury,Yes,415,Unknown
-93.023,44.954,Pedestrian,2021/08/19 00:07:00+00,OLD HUDSON RD,44.951,-93.005,30,Municipal State Aid Street,69,M,SAINT PAUL,551174950,,,,,Possible Injury,Yes,,,416,Unknown
-93.147,44.941,Pedestrian,2021/08/19 01:55:00+00,VANDALIA ST,44.962,-93.189,,All other roads,55,M,EAGAN,551222421,,,,,Suspected Serious Injury,Yes,,,417,Unknown
-93.079,44.956,Pedestrian,2021/08/13 00:38:00+00,ALLEY,44.956,-93.156,5,All other roads,31,M,SAINT PAUL,551044247,,,,,Possible Injury,No,,,418,Unknown
-93.105,44.943,Bike,2021/08/12 03:56:00+00,W 4TH ST,44.944,-93.095,20,Municipal State Aid Street,,,,,,,,,,,,No,419,Unknown
-93.121,44.956,Pedestrian,2021/08/11 23:23:00+00,E MARYLAND AVE,44.977,-93.084,20,All other roads,,,,,,,,,Suspected Serious Injury,Yes,,,420,Unknown
-93.118,44.956,Pedestrian,2021/08/07 11:15:00+00,-- NOT ON ROADWAY --,44.901,-93.17,,All other roads,71,M,SAINT PAUL,551163917,,,,,Suspected Minor Injury,Yes,,,421,Unknown
-93.093,44.945,Bike,2021/08/06 02:45:00+00,N EDGERTON ST,44.97,-93.076,30,County State Aid Highway,,,,,26,M,SAINT PAUL,551303373,,,Possible Injury,No,422,Unknown
-93.061,44.961,Pedestrian,2021/08/04 20:53:00+00,N EARL ST,44.978,-93.056,30,Local or City Street,44,M,SAINT PAUL,551062510,,,,,Suspected Minor Injury,Yes,,,423,Unknown
-93.061,44.961,Pedestrian,2021/08/04 06:38:00+00,E 4TH ST,44.945,-93.094,,Municipal State Aid Street,31,M,SAINT PAUL,551062327,,,,,,No,,,424,Unknown
-93.106,44.968,Pedestrian,2021/08/01 12:10:00+00,BERRY ST,44.966,-93.206,20,Local or City Street,39,F,SAINT PAUL,551141479,,,,,Possible Injury,No,,,425,Unknown
-93.066,44.977,Pedestrian,2021/07/31 00:24:00+00,W SAINT ANTHONY AVE,44.952,-93.153,,Municipal State Aid Street,68,M,BROOKLYN PARK,554431802,,,,,Suspected Minor Injury,No,,,426,Unknown
-93.066,44.981,Pedestrian,2021/07/30 20:37:00+00,CESAR CHAVEZ  ST,44.931,-93.08,25,Municipal State Aid Street,45,M,ST. PAUL,55107,,,,,Possible Injury,Yes,,,427,Unknown
-93.06,44.953,Pedestrian,2021/07/29 19:15:00+00,W SAINT ANTHONY AVE,44.952,-93.146,30,Municipal State Aid Street,20,F,SAINT PAUL,551046903,,,,,Suspected Minor Injury,Yes,,,428,Unknown
-93.157,44.956,Bike,2021/07/29 14:33:00+00,-- NOT ON ROADWAY --,44.957,-93.167,,All other roads,,,,,59,M,SAINT PAUL,551044519,,,Suspected Minor Injury,No,429,Unknown
-93.185,44.954,Pedestrian,2021/07/26 03:35:00+00,W UNIVERSITY AVE,44.956,-93.114,30,County State Aid Highway,31,F,SAINT PAUL,551022410,,,,,Suspected Serious Injury,Yes,,,430,Unknown
-93.101,44.944,Pedestrian,2021/07/24 15:39:00+00,E 7TH ST,44.967,-93.025,30,Municipal State Aid Street,64,M,SAINT PAUL,551193449,,,,,Possible Injury,No,,,431,Unknown
-93.089,44.95,Pedestrian,2021/07/23 16:50:00+00,N BARCLAY ST,44.974,-93.039,30,Local or City Street,29,F,ST PAUL,55106,,,,,Suspected Serious Injury,Yes,,,432,Unknown
-93.095,44.945,Bike,2021/07/22 15:55:00+00,TRANSFER RD,44.96,-93.187,30,County State Aid Highway,,,,,16,M,ST. PAUL,55108,,,Suspected Minor Injury,No,433,Unknown
-93.144,44.949,Pedestrian,2021/07/22 04:15:00+00,E LAWSON AVE,44.972,-93.08,20,Local or City Street,18,M,FARIBAULT,550215328,,,,,Suspected Minor Injury,Yes,,,434,Unknown
-93.147,44.951,Pedestrian,2021/07/22 04:15:00+00,E LAWSON AVE,44.972,-93.08,20,Local or City Street,19,F,MANKATO,560019233,,,,,Suspected Minor Injury,Yes,,,435,Unknown
-93.184,44.948,Pedestrian,2021/07/21 18:05:00+00,N EDGERTON ST,44.97,-93.076,20,County State Aid Highway,2,F,ST PAUL,55106,,,,,Suspected Minor Injury,No,,,436,Unknown
-93.046,44.992,Pedestrian,2021/07/20 05:29:00+00,N RICE ST,44.981,-93.106,30,County State Aid Highway,56,F,SOUTH ST PAUL,55075,,,,,Fatal,Yes,,,437,Unknown
-93.058,44.977,Pedestrian,2021/07/17 20:37:00+00,N LEXINGTON AVE,44.952,-93.147,30,County State Aid Highway,56,F,ST PAUL,55105,,,,,Suspected Minor Injury,No,,,438,Unknown
-93.177,44.955,Bike,2021/07/18 07:18:00+00,E 7TH ST,44.956,-93.078,30,State Trunk Highway,,,,,21,,GRAND MEADOW,559368640,,,Suspected Serious Injury,Yes,439,Unknown
-93.17,44.901,Bike,2021/07/15 01:44:00+00,-- NOT ON ROADWAY --,44.979,-93.033,,All other roads,,,,,19,M,SAINT PAUL,551061522,,,Suspected Minor Injury,Yes,440,Unknown
-93.025,44.987,Pedestrian,2021/07/13 02:22:00+00,W AURORA AVE,44.955,-93.142,30,Local or City Street,60,F,SAINT PAUL,551021071,,,,,Suspected Serious Injury,Yes,,,441,Unknown
-93.105,44.944,Pedestrian,2021/07/13 01:20:00+00,N GALTIER ST,44.977,-93.111,,Local or City Street,30,F,SAINT PAUL,551175522,,,,,Suspected Minor Injury,Yes,,,442,Unknown
-93.025,44.961,Pedestrian,2021/07/11 02:57:00+00,N ARKWRIGHT ST,44.978,-93.084,20,All other roads,49,M,SAINT PAUL,551042087,,,,,Possible Injury,Yes,,,443,Unknown
-93.159,44.956,Bike,2021/07/09 18:30:00+00,N GROTTO ST,44.956,-93.131,30,Local or City Street,,,,,20,M,SAINT PAUL,551304317,,,Possible Injury,Yes,444,Unknown
-93.147,44.956,Pedestrian,2021/07/07 13:26:00+00,E MAGNOLIA AVE,44.974,-93.037,30,Local or City Street,28,F,PLYMOUTH,55446,,,,,Possible Injury,No,,,445,Unknown
-93.147,44.956,Pedestrian,2021/07/05 11:07:00+00,BROADWAY ST,44.954,-93.089,20,Local or City Street,31,M,ST PAUL,55101,,,,,Suspected Serious Injury,Yes,,,446,Unknown
-93.126,44.956,Pedestrian,2021/07/04 03:14:00+00,N WACOUTA ST,44.949,-93.087,20,Municipal State Aid Street,52,M,SAINT PAUL,551012348,,,,,Suspected Minor Injury,Yes,,,447,Unknown
-93.015,44.951,Pedestrian,2021/07/02 18:31:00+00,N LEXINGTON AVE,44.968,-93.147,30,County State Aid Highway,59,M,SAINT PAUL,551041431,,,,,Fatal,Yes,,,448,Unknown
-93.164,44.969,Bike,2021/07/01 18:21:00+00,N PASCAL ST,44.948,-93.162,30,Municipal State Aid Street,,,,,17,M,SAINT PAUL,55116,,,Possible Injury,No,449,Unknown
-93.165,44.946,Bike,2021/06/30 21:40:00+00,RAYMOND AVE,44.967,-93.198,10,County State Aid Highway,,,,,24,F,SAINT PAUL,551081933,,,Suspected Minor Injury,Yes,450,Unknown
-93.165,44.946,Pedestrian,2021/06/29 21:36:00+00,S SMITH AVE,44.939,-93.109,30,State Trunk Highway,43,F,SAINT PAUL,551161425,,,,,Suspected Minor Injury,Yes,,,451,Unknown
-93.106,44.979,Pedestrian,2021/06/28 22:20:00+00,W 7TH ST,44.928,-93.126,35,State Trunk Highway,46,F,SAINT PAUL,551024008,,,,,,No,,,452,Unknown
-93.116,44.977,Bike,2021/06/27 00:09:00+00,STROH DR,44.964,-93.069,30,Local or City Street,,,,,8,M,ST. PAUL,55106,,,Possible Injury,Yes,453,Unknown
-93.116,44.977,Bike,2021/06/27 15:50:00+00,N SNELLING AVE,44.952,-93.167,20,State Trunk Highway,,,,,57,M,ST PAUL,55104,,,Suspected Serious Injury,Yes,454,Unknown
-93.106,44.978,Pedestrian,2021/03/01 02:52:00+00,E PHALEN BLVD,44.97,-93.049,35,Municipal State Aid Street,60,M,SAINT PAUL,551063454,,,,,Fatal,No,,,455,Unknown
-93.096,44.98,Pedestrian,2021/06/24 22:01:00+00,W STANFORD AVE,44.932,-93.186,25,Local or City Street,51,F,BURNSVILLE,553372755,,,,,Suspected Minor Injury,No,,,456,Unknown
-93.076,44.97,Bike,2021/06/23 23:58:00+00,SAINT PAUL AVE,44.912,-93.185,25,County State Aid Highway,,,,,61,M,SAINT PAUL,551161854,,,Suspected Minor Injury,Yes,457,Unknown
-93.088,44.948,Pedestrian,2021/06/21 23:51:00+00,W THOMAS AVE,44.959,-93.157,25,Municipal State Aid Street,68,M,SAINT PAUL,551041338,,,,,Suspected Serious Injury,Yes,,,458,Unknown
-93.102,44.929,Pedestrian,2021/06/18 10:00:00+00,W UNIVERSITY AVE,44.964,-93.199,30,County State Aid Highway,22,F,COLUMBIA HEIGHTS,554212979,,,,,Possible Injury,Yes,,,459,Unknown
-93.106,44.965,Pedestrian,2021/06/13 01:00:00+00,-- NOT ON ROADWAY --,44.945,-93.027,,All other roads,2,M,ST. PAUL,55106,,,,,Suspected Serious Injury,No,,,460,Unknown
,,Bike,2021/06/15 00:00:00+00,N MISSISSIPI ST,44.958,-93.09,20,Local or City Street,,,,,23,M,SAINT PAUL,55101,,,,No,461,Unknown
-93.081,44.939,Bike,2021/06/12 13:40:00+00,MARSHALL AVE,,,25,Local or City Street,,,,,52,F,SAINT PAUL,551053522,,,Suspected Minor Injury,No,462,Unknown
-93.093,44.95,Bike,2021/06/11 05:45:00+00,N ARCADE ST,44.966,-93.066,25,U.S. Trunk Highway,,,,,50,F,,55406,,,Suspected Minor Injury,Yes,463,Unknown
-93.071,44.975,Pedestrian,2021/06/09 21:22:00+00,-- NOT ON ROADWAY --,44.977,-93.044,,All other roads,61,F,SAINT PAUL,551062328,,,,,Possible Injury,No,,,464,Unknown
-93.056,44.978,Bike,2021/06/09 23:54:00+00,N LEXINGTON AVE,44.956,-93.146,30,County State Aid Highway,,,,,63,M,SAINT PAUL,551031778,,,Suspected Minor Injury,No,465,Unknown
-93.101,44.948,Bike,2021/06/09 23:11:00+00,W JEFFERSON AVE,44.931,-93.139,25,Municipal State Aid Street,,,,,54,M,SAINT PAUL,551053327,,,Suspected Minor Injury,No,466,Unknown
-93.025,44.97,Bike,2021/06/05 14:15:00+00,JOHNSON PKWY,44.957,-93.046,30,Local or City Street,,,,,26,F,SAINT PAUL,551045303,,,Suspected Minor Injury,No,467,Unknown
-93.192,44.957,Bike,2021/06/07 21:30:00+00,W 7TH ST,44.912,-93.149,40,State Trunk Highway,,,,,38,M,SAINT PAUL,551051125,,,,No,468,Unknown
-93.015,44.956,Pedestrian,2021/06/06 00:31:00+00,N FOREST ST,44.971,-93.061,20,Municipal State Aid Street,23,M,ST PAUL,55130,,,,,Suspected Minor Injury,Yes,,,469,Unknown
-93.2,44.951,Pedestrian,2021/06/05 02:05:00+00,N FOREST ST,44.976,-93.061,20,Municipal State Aid Street,48,F,SAINT PAUL,551012348,,,,,Suspected Serious Injury,Yes,,,470,Unknown
-93.094,44.945,Bike,2021/06/04 16:02:00+00,W CENTRAL AVE,44.953,-93.147,20,Local or City Street,,,,,25,M,SAINT PAUL,55104,,,Suspected Minor Injury,No,471,Unknown
-93.185,44.916,Bike,2021/06/02 22:48:00+00,W OTTO AVE,44.92,-93.133,20,Municipal State Aid Street,,,,,60,M,SAINT PAUL,551024023,,,Suspected Minor Injury,Yes,472,Unknown
-93.106,44.985,Pedestrian,2021/05/31 22:45:00+00,W UNIVERSITY AVE,44.956,-93.126,30,County State Aid Highway,20,M,SAINT PAUL,55104,,,,,Suspected Minor Injury,No,,,473,Unknown
-93.157,44.923,Pedestrian,2021/05/29 02:24:00+00,-- NOT ON ROADWAY --,44.977,-93.045,,All other roads,47,F,SAINT PAUL,55106,,,,,Possible Injury,No,,,474,Unknown
-93.206,44.966,Bike,2021/05/28 17:10:00+00,N PRIOR AVE,44.947,-93.183,25,Municipal State Aid Street,,,,,,,,,,,Suspected Minor Injury,No,475,Unknown
-93.099,44.959,Pedestrian,2021/05/27 15:00:00+00,N PAYNE AVE,44.985,-93.074,30,Municipal State Aid Street,27,F,CHISAGO CITY,550139447,,,,,,No,,,476,Unknown
-93.185,44.916,Pedestrian,2021/05/26 19:46:00+00,E MARYLAND AVE,44.978,-93.032,30,County State Aid Highway,25,F,SAINT PAUL,551062959,,,,,Suspected Minor Injury,No,,,477,Unknown
-93.085,44.941,Pedestrian,2021/05/25 17:54:00+00,E COOK AVE,44.973,-93.057,25,Local or City Street,50,M,SAINT PAUL,551062727,,,,,Suspected Minor Injury,Yes,,,478,Unknown
-93.043,44.978,Pedestrian,2021/05/23 19:35:00+00,N ARKWRIGHT ST,44.973,-93.084,30,Municipal State Aid Street,15,F,ST PAUL,55106,,,,,Suspected Minor Injury,No,,,479,Unknown
-93.087,44.945,Bike,2021/05/22 17:15:00+00,N AVON ST,44.954,-93.133,20,Local or City Street,,,,,55,M,SAINT PAUL,551044672,,,Possible Injury,Yes,480,Unknown
-93.056,44.982,Pedestrian,2021/05/22 00:55:00+00,S WINTHROP ST,44.93,-93.01,10,Local or City Street,2,M,SAINT PAUL,55119,,,,,Suspected Minor Injury,Yes,,,481,Unknown
-93.086,44.992,Pedestrian,2021/05/17 22:47:00+00,W MARYLAND AVE,44.977,-93.126,45,Municipal State Aid Street,2,M,ST. PAUL,55106,,,,,,No,,,482,Unknown
-93.104,44.943,Pedestrian,2021/05/17 21:29:00+00,W 7TH ST,44.943,-93.104,20,State Trunk Highway,58,F,GOSHEN,46528,,,,,Suspected Serious Injury,Yes,,,483,Unknown
-93.126,44.959,Bike,2021/05/17 18:28:00+00,W UNIVERSITY AVE,44.956,-93.134,25,County State Aid Highway,,,,,41,,SAINT PAUL,551193841,,,Suspected Minor Injury,Yes,484,Unknown
-93.153,44.952,Pedestrian,2021/05/15 20:14:00+00,N DALE ST,44.987,-93.126,30,County State Aid Highway,40,M,MOOSE LAKE,557679449,,,,,Possible Injury,No,,,485,Unknown
-93.109,44.977,Pedestrian,2021/05/14 15:25:00+00,S WABASHA ST,44.937,-93.088,10,Municipal State Aid Street,69,F,WOODBURY,551252184,,,,,Suspected Serious Injury,Yes,,,486,Unknown
-93.045,44.975,Pedestrian,2021/05/11 18:47:00+00,N WHITE BEAR AVE,44.989,-93.025,30,County State Aid Highway,63,M,ST PAUL,55106,,,,,Possible Injury,Yes,,,487,Unknown
-93.08,44.931,Pedestrian,2021/05/11 02:00:00+00,N WHITE BEAR AVE,44.977,-93.025,30,County State Aid Highway,13,F,ST PAUL,55106,,,,,,No,,,488,Unknown
-93.131,44.956,Pedestrian,2021/05/09 23:50:00+00,E JESSAMINE AVE,44.975,-93.084,20,Local or City Street,4,M,ST PAUL,55130,,,,,Suspected Serious Injury,Yes,,,489,Unknown
-93.106,44.956,Pedestrian,2019/11/04 19:56:00+00,W MARYLAND AVE,44.977,-93.119,30,County State Aid Highway,33,M,SAINT PAUL,551175037,,,,,Suspected Minor Injury,Yes,,,490,Unknown
-93.206,44.968,Pedestrian,2022/03/21 20:30:00+00,S LEXINGTON ST,44.913,-93.149,25,County State Aid Highway,69,F,ST. PAUL,55101,,,,,Suspected Minor Injury,Yes,,,491,Unknown
-93.146,44.952,Pedestrian,2022/03/18 19:30:00+00,W NEBRASKA ST,44.986,-93.107,20,Local or City Street,14,F,ST. PAUL,55117,,,,,Possible Injury,Yes,,,492,Unknown
-93.129,44.954,Bike,2021/04/24 03:10:00+00,W SAINT ANTHONY AVE,44.952,-93.146,30,Municipal State Aid Street,,,,,34,M,SAINT PAUL,551042623,,,,No,493,Unknown
-93.048,44.965,Pedestrian,2019/11/01 01:12:00+00,N EDGERTON ST,44.98,-93.076,30,County State Aid Highway,7,F,ST. PAUL,55106,,,,,Suspected Minor Injury,Yes,,,494,Unknown
-93.182,44.927,Pedestrian,2022/03/18 03:24:00+00,E 6TH ST,44.947,-93.094,20,Municipal State Aid Street,59,M,SAINT PAUL,551064001,,,,,Suspected Serious Injury,Yes,,,495,Unknown
-93.167,44.957,Bike,2021/04/18 17:34:00+00,N FOREST ST,44.977,-93.061,30,Municipal State Aid Street,,,,,13,M,ST PAUL,55119,,,Possible Injury,Yes,496,Unknown
-93.162,44.942,Pedestrian,2019/10/30 20:30:00+00,E CASE AVE,44.97,-93.066,30,Municipal State Aid Street,14,F,SAINT PAUL,55106,,,,,Possible Injury,No,,,497,Unknown
-93.074,44.977,Pedestrian,2022/03/17 20:07:00+00,W UNIVERSITY AVE,44.956,-93.146,30,County State Aid Highway,16,M,SAINT PAUL,55117,,,,,Suspected Serious Injury,Yes,,,498,Unknown
-93.066,44.978,Bike,2021/04/17 00:23:00+00,N FARINGTON ST,44.963,-93.114,25,Local or City Street,,,,,16,M,SAINT PAUL,55118,,,,No,499,Unknown
-93.074,44.956,Pedestrian,2019/10/28 04:14:00+00,W MARYLAND AVE,44.977,-93.106,35,County State Aid Highway,31,M,ST PAUL,55117,,,,,Suspected Minor Injury,Yes,,,500,Unknown
-93.085,44.991,Pedestrian,2022/03/17 14:08:00+00,OLD HUDSON RD,44.951,-93.008,,Municipal State Aid Street,33,F,SAINT PAUL,551065503,,,,,,No,,,501,Unknown
-93.097,44.948,Pedestrian,2021/04/15 22:30:00+00,W UNIVERSITY AVE,44.956,-93.124,,County State Aid Highway,45,M,SAINT PAUL,551181620,,,,,Possible Injury,No,,,502,Unknown
-93.085,44.949,Pedestrian,2019/10/23 03:56:00+00,E MARYLAND AVE,44.977,-93.027,35,County State Aid Highway,19,M,ST. PAUL,55106,,,,,Suspected Serious Injury,Yes,,,503,Unknown
-93.093,44.948,Pedestrian,2019/10/22 22:47:00+00,S HAMLINE AVE,44.931,-93.157,30,Municipal State Aid Street,10,F,ST PAUL,55102,,,,,Possible Injury,No,,,504,Unknown
-93.167,44.92,Bike,2019/10/20 18:02:00+00,E 7TH ST,44.963,-93.064,30,State Trunk Highway,,,,,15,M,ST PAUL,55106,,,Suspected Minor Injury,Yes,505,Unknown
-93.043,44.992,Bike,2019/10/19 17:15:00+00,N SIBLEY ST,44.948,-93.087,30,Municipal State Aid Street,,,,,,,ST. PAUL,55107,,,Suspected Minor Injury,Yes,506,Unknown
-93.19,44.918,Pedestrian,2019/10/18 23:41:00+00,N WOODBRIDGE ST,44.977,-93.109,30,Local or City Street,30,M,ST. PAUL,55117,,,,,Suspected Minor Injury,No,,,507,Unknown
-93.114,44.963,Pedestrian,2019/10/18 14:22:00+00,N RICE ST,44.985,-93.106,35,County State Aid Highway,21,F,SAINT PAUL,55107,,,,,Possible Injury,Yes,,,508,Unknown
-93.139,44.927,Bike,2019/10/17 00:06:00+00,N PROSPERITY AVE,44.975,-93.045,30,County State Aid Highway,,,,,41,M,SAINT PAUL,551194803,,,Suspected Minor Injury,Yes,509,Unknown
-93.069,44.948,Pedestrian,2019/10/17 00:12:00+00,N DANFORTH ST,44.978,-93.125,30,Local or City Street,23,M,SAINT PAUL,551031049,,,,,Suspected Minor Injury,Yes,,,510,Unknown
-93.116,44.959,Pedestrian,2019/10/16 23:15:00+00,E 4TH ST,44.945,-93.093,30,Municipal State Aid Street,68,M,ST PAUL,55101,,,,,Suspected Minor Injury,No,,,511,Unknown
-93.025,44.963,Pedestrian,2019/10/16 00:17:00+00,W SAINT ANTHONY AVE,44.952,-93.121,30,Municipal State Aid Street,4,M,OAKDALE,55128,,,,,Suspected Minor Injury,Yes,,,512,Unknown
-93.203,44.965,Pedestrian,2019/10/15 12:10:00+00,W MARSHALL AVE,44.948,-93.167,,County State Aid Highway,48,F,ST PAUL,55104,,,,,Possible Injury,No,,,513,Unknown
-93.167,44.956,Pedestrian,2019/10/14 21:50:00+00,E ROSE AVE,44.977,-93.06,30,Local or City Street,54,F,SAINT PAUL,551062626,,,,,Possible Injury,Yes,,,514,Unknown
-93.066,44.98,Pedestrian,2019/10/13 03:40:00+00,W UNIVERSITY AVE,44.956,-93.157,30,County State Aid Highway,37,M,MINNEAPOLIS,554043315,,,,,Suspected Serious Injury,Yes,,,515,Unknown
-93.066,44.984,Pedestrian,2019/10/10 23:25:00+00,E WHEELOCK PKWY,44.991,-93.096,30,Local or City Street,42,F,SAINT PAUL,551173930,,,,,Possible Injury,Yes,,,516,Unknown
-93.106,44.965,Bike,2019/10/10 23:00:00+00,W UNIVERSITY AVE,44.956,-93.176,30,County State Aid Highway,,,,,36,F,SILVER SPRINGS,34488,,,Possible Injury,Yes,517,Unknown
-93.106,44.985,Bike,2019/09/24 00:51:00+00,E MAGNOLIA AVE,44.974,-93.023,30,Local or City Street,,,,,13,M,ST. PAUL,55106,,,Possible Injury,Yes,518,Unknown
-93.045,44.975,Pedestrian,2019/10/09 22:00:00+00,W SUMMIT AVE,44.941,-93.192,30,Municipal State Aid Street,19,F,RIVER FALLS,54022,,,,,Possible Injury,Yes,,,519,Unknown
-93.2,44.948,Pedestrian,2019/10/09 19:43:00+00,W SUMMIT AVE,44.941,-93.118,30,Municipal State Aid Street,37,M,WYOMING,550929051,,,,,Suspected Minor Injury,Yes,,,520,Unknown
-93.025,44.95,Pedestrian,2019/10/09 15:00:00+00,W GRAND AVE,44.941,-93.109,10,Municipal State Aid Street,52,F,MAPLEWOOD,551172056,,,,,Suspected Minor Injury,Yes,,,521,Unknown
-93.087,44.977,Pedestrian,2019/10/09 00:23:00+00,E MINNEHAHA AVE,44.963,-93.05,30,State Trunk Highway,56,M,SAINT PAUL,551064612,,,,,Suspected Minor Injury,Yes,,,522,Unknown
-93.089,44.977,Bike,2019/10/07 20:18:00+00,N DALE ST,44.977,-93.126,30,County State Aid Highway,,,,,14,M,ST PAUL,55106,,,Possible Injury,Yes,523,Unknown
-93.167,44.931,Pedestrian,2019/10/03 16:20:00+00,E KING ST,44.928,-93.079,30,Local or City Street,70,M,HUGO,550387900,,,,,Suspected Minor Injury,Yes,,,524,Unknown
-93.08,44.955,Pedestrian,2019/10/03 23:29:00+00,W UNIVERSITY AVE,44.956,-93.165,30,County State Aid Highway,1,M,ST PAUL,55108,,,,,,No,,,525,Unknown
-93.089,44.946,Pedestrian,2019/10/03 16:30:00+00,W RANDOLPH AVE,44.927,-93.16,10,County State Aid Highway,62,M,SAINT PAUL,551052554,,,,,,No,,,526,Unknown
-93.106,44.985,Pedestrian,2019/10/03 11:59:00+00,N WESTERN AVE,44.962,-93.116,30,Municipal State Aid Street,8,F,SAINT PAUL,55104,,,,,Possible Injury,Yes,,,527,Unknown
-93.047,44.954,Bike,2019/09/23 15:00:00+00,W ENGLEWOOD AVE,44.964,-93.166,15,Local or City Street,,,,,19,F,SAINT ANTHONY,55104,,,Suspected Minor Injury,No,528,Unknown
-93.081,44.929,Pedestrian,2019/09/30 22:19:00+00,W UNIVERSITY AVE,44.956,-93.167,30,County State Aid Highway,52,M,MINNEAPOLIS,554112122,,,,,Possible Injury,Yes,,,529,Unknown
-93.081,44.929,Bike,2019/09/30 19:50:00+00,W HORTON AVE,44.977,-93.147,30,Local or City Street,,,,,76,M,ROSEVILLE,551135819,,,,No,530,Unknown
-93.177,44.942,Pedestrian,2019/09/29 14:54:00+00,W UNIVERSITY AVE,44.956,-93.126,30,County State Aid Highway,28,F,MINNEAPOLIS,554041622,,,,,Possible Injury,Yes,,,531,Unknown
-93.068,44.972,Pedestrian,2019/09/28 22:25:00+00,E STILLWATER AVE,44.969,-93.011,10,Municipal State Aid Street,71,F,LAKE ELMO,550428440,,,,,Suspected Minor Injury,No,,,532,Unknown
-93.139,44.951,Pedestrian,2019/09/28 22:25:00+00,E STILLWATER AVE,44.969,-93.011,10,Municipal State Aid Street,77,M,LAKE ELMO,550428440,,,,,,No,,,533,Unknown
-93.011,44.967,Bike,2019/09/27 20:35:00+00,ENERGY PARK DR,44.974,-93.195,30,County State Aid Highway,,,,,32,F,ST. PAUL,55108,,,Suspected Serious Injury,Yes,534,Unknown
-93.126,44.958,Pedestrian,2019/09/27 22:06:00+00,W MARYLAND AVE,44.977,-93.126,30,County State Aid Highway,49,F,SAINT PAUL,551032338,,,,,Suspected Minor Injury,Yes,,,535,Unknown
-93.023,44.987,Bike,2019/09/25 22:38:00+00,N RICE ST,44.977,-93.106,30,County State Aid Highway,,,,,23,M,ST PAUL,55117,,,Suspected Minor Injury,Yes,536,Unknown
-93.023,44.987,Bike,2019/09/25 11:39:00+00,SAINT PAUL AVE,44.904,-93.165,30,Municipal State Aid Street,,,,,34,F,SAINT PAUL,551066709,,,Possible Injury,Yes,537,Unknown
-93.023,44.987,Pedestrian,2019/09/21 14:53:00+00,OLD HUDSON RD,44.951,-93.01,20,Municipal State Aid Street,71,F,SAINT PAUL,551065411,,,,,Suspected Minor Injury,Yes,,,538,Unknown
-93.187,44.951,Bike,2019/09/21 00:16:00+00,JACKSON ST,44.96,-93.099,30,Municipal State Aid Street,,,,,8,M,ST PAUL,55130,,,Possible Injury,Yes,539,Unknown
-93.135,44.956,Pedestrian,2019/09/19 23:12:00+00,W COMO AVE,44.97,-93.126,30,Municipal State Aid Street,47,M,NORTH SAINT PAUL,551096021,,,,,Suspected Minor Injury,Yes,,,540,Unknown
-93.066,44.978,Bike,2019/09/18 22:01:00+00,N WESMINSTER ST,44.968,-93.086,30,Municipal State Aid Street,,,,,47,,MINNEAPOLIS,554122015,,,Possible Injury,Yes,541,Unknown
-93.066,44.963,Bike,2019/09/18 22:34:00+00,N OTIS AVE,44.948,-93.198,,Local or City Street,,,,,50,M,MINNEAPOLIS,554192113,,,Suspected Minor Injury,No,542,Unknown
-93.098,44.955,Bike,2019/09/18 20:28:00+00,N SYNDICATE ST,44.955,-93.154,30,Local or City Street,,,,,17,F,SAINT PAUL,55104,,,Possible Injury,No,543,Unknown
-93.166,44.977,Bike,2019/09/17 22:10:00+00,N KENT ST,44.979,-93.124,,Local or City Street,,,,,13,M,ST.PAUL,55117,,,Possible Injury,Yes,544,Unknown
-93.177,44.904,Bike,2019/09/17 23:14:00+00,S GROTTO ST,44.941,-93.131,30,Local or City Street,,,,,44,M,ST. PAUL,55104,,,Suspected Minor Injury,Yes,545,Unknown
-93.177,44.904,Bike,2019/09/15 21:31:00+00,E ARLINGTON AVE,44.985,-93.046,35,Local or City Street,,,,,11,M,MAPLEWOOD,55109,,,Suspected Minor Injury,No,546,Unknown
-93.149,44.913,Pedestrian,2019/09/16 20:15:00+00,W PENNSYLVANIA AVE,44.96,-93.106,30,County State Aid Highway,54,M,STILLWATER,550824778,,,,,,No,,,547,Unknown
-93.107,44.986,Bike,2019/09/16 15:01:00+00,W SELBY AVE,44.947,-93.126,30,Municipal State Aid Street,,,,,49,,SAINT PAUL,551052746,,,Possible Injury,Yes,548,Unknown
-93.094,44.947,Pedestrian,2019/09/15 21:45:00+00,E WYOMING ST,44.92,-93.078,30,Local or City Street,34,M,BAYPORT,550031489,,,,,,No,,,549,Unknown
-93.146,44.956,Pedestrian,2019/09/15 21:45:00+00,E WYOMING ST,44.92,-93.078,30,Local or City Street,5,F,ST. PAUL,55106,,,,,Suspected Minor Injury,Yes,,,550,Unknown
